date of data collection: Dec 2021

,a,b,c,d,e,f
14951,-6.855522591435244,3,sunny,1,2,-2
14952,-5.158261913003708,3,snowy,0,0,0
14953,-11.400521889224667,3,cloudy,0,0,-5
14954,-5.860150887461507,3,cloudy,0,0,-4
14955,-7.896319697639877,3,cloudy,0,0,4
14956,-5.845631659297243,3,snowy,1,1,0
14957,-7.256685088834628,3,cloudy,0,1,0
14958,-1.3407131753187156,3,cloudy,0,0,2
14959,-5.960557082963923,3,sunny,1,2,5
14960,-11.213764853650947,3,sunny,0,0,-5
14961,-5.784458051338578,3,sunny,0,0,-4
14962,-14.185811668092583,3,snowy,1,2,-3
14963,-1.8090770127561118,3,sunny,1,1,1
14964,-1.9707057817612124,3,snowy,1,1,-4
14965,-7.200204988218414,3,sunny,1,2,-4
14966,-8.1834248597115,3,snowy,0,1,2
14967,-3.9761826295172322,3,sunny,0,1,4
14968,-6.673936848603921,3,cloudy,1,2,-4
14969,-0.4446890175549916,3,cloudy,1,2,-4
14970,-9.891551775776048,3,cloudy,1,1,2
14971,-8.712304826082098,3,snowy,1,1,4
14972,-4.414555853219435,3,cloudy,1,2,3
14973,-1.0973140953136777,3,cloudy,0,0,5
14974,-13.870930408168352,3,snowy,0,0,-5
14975,-6.471044959122311,3,sunny,1,1,-5
14976,-8.28860176214022,3,sunny,0,1,-1
14977,0.23036522174718543,3,cloudy,1,2,5
14978,-4.86128540219339,3,cloudy,1,1,-2
14979,-4.801932464647836,3,snowy,1,1,-4
14980,-8.973932187103722,3,sunny,1,2,4
14981,-9.776807427388677,3,cloudy,0,0,3
14982,-5.716267867184614,3,snowy,0,1,5
14983,-0.1561565303168711,3,snowy,0,1,0
14984,-4.3977496011508155,3,snowy,0,0,2
14985,-9.572728663212645,3,sunny,0,0,0
14986,-5.0716734973004955,3,sunny,0,0,3
14987,-7.811472560593023,3,snowy,0,0,-2
14988,-2.5582055597689717,3,sunny,0,1,2
14989,-2.562841207799836,3,sunny,1,2,4
14990,-6.93807318548935,3,sunny,0,0,0
14991,-1.7202010538395367,3,cloudy,1,2,-4
14992,-3.030916199736235,3,sunny,1,2,0
14993,-0.0021894137486501153,3,snowy,1,2,3
14994,-8.853292700215864,3,snowy,0,0,-1
14995,-10.955416419429525,3,sunny,0,0,-3
14996,-5.126148478089454,3,snowy,0,1,4
14997,-1.622041606616341,3,sunny,0,0,4
14998,-3.951829775673714,3,sunny,0,0,0
14999,-3.167062662272717,3,cloudy,0,1,5
15000,23.14539470707112,4,rainy,1,2,-4
15001,19.350018540719848,4,rainy,0,0,-1
15002,33.787698457650855,4,rainy,0,0,-5
15003,30.4953407855773,4,rainy,0,0,-2
15004,25.925868767064287,4,rainy,1,2,-2
15005,13.785167864369404,4,rainy,0,1,0
15006,19.06186383257178,4,rainy,0,0,2
15007,31.984988304040577,4,rainy,1,1,0
15008,25.533107213459907,4,rainy,0,0,5
15009,33.55232971233176,4,rainy,1,2,3
15010,29.141470744205428,4,rainy,0,0,4
15011,20.540347835185493,4,rainy,0,0,-1
15012,32.58259609119705,4,rainy,0,0,3
15013,29.201221035385498,4,rainy,1,2,-3
15014,26.78599614176933,4,rainy,0,0,5
15015,22.264957331183673,4,rainy,1,2,4
15016,46.90210468157453,4,rainy,1,2,1
15017,29.54554339389826,4,rainy,0,0,2
15018,17.49389641397794,4,rainy,1,1,-4
15019,19.970867100432276,4,rainy,1,2,-1
15020,31.772420882083406,4,rainy,0,1,1
15021,26.302780566768824,4,rainy,0,0,3
15022,25.822123239798664,4,rainy,1,1,2
15023,17.30109587838582,4,rainy,1,2,0
15024,29.76934863339828,4,rainy,0,1,5
15025,21.686091621771958,4,rainy,1,2,0
15026,24.96963518924568,4,rainy,0,1,-3
15027,30.10828578677178,4,rainy,1,1,-4
15028,21.882489572252048,4,rainy,0,1,-5
15029,30.98745495307974,4,rainy,1,2,-4
15030,30.88883418725052,4,rainy,1,1,-4
15031,29.363694587124584,4,rainy,0,0,2
15032,29.32776762421342,4,rainy,1,2,-4
15033,18.29400965268501,4,rainy,1,2,2
15034,24.38849778034433,4,rainy,0,0,-1
15035,19.732194934991814,4,rainy,1,2,-2
15036,23.382815168195837,4,rainy,1,2,4
15037,19.47070126044644,4,rainy,0,0,2
15038,34.105841413765546,4,rainy,0,1,0
15039,42.1266040467594,4,rainy,1,2,1
15040,18.997764346139668,4,rainy,0,0,-3
15041,16.81252028917006,4,rainy,0,0,2
15042,24.65026622502173,4,rainy,1,2,-2
15043,32.01409192913604,4,rainy,1,2,-3
15044,25.234921755542317,4,rainy,0,0,-4
15045,18.237084149243646,4,rainy,0,0,-1
15046,22.451473817556135,4,rainy,1,2,-5
15047,24.198238606882214,4,rainy,1,1,0
15048,21.237070764379464,4,rainy,1,2,-2
15049,21.595509904672756,4,rainy,0,1,4
15050,24.77070796052921,4,rainy,1,2,4
15051,38.60905073124643,4,rainy,0,0,4
15052,22.10746885599404,4,rainy,1,2,-1
15053,24.391720111925128,4,rainy,1,1,-4
15054,14.132154526351881,4,rainy,0,1,0
15055,14.587422931757654,4,rainy,0,1,-3
15056,16.64590257382605,4,rainy,1,2,-5
15057,22.045275363784285,4,rainy,0,0,-1
15058,25.38365773225205,4,rainy,1,1,1
15059,17.307190869646963,4,rainy,0,1,0
15060,13.783710470198574,4,rainy,0,0,-5
15061,15.212346747339247,4,rainy,1,2,-5
15062,26.21237107807873,4,rainy,1,1,-5
15063,19.582256621536807,4,rainy,1,2,-1
15064,22.27002448698725,4,rainy,0,0,-5
15065,33.21091589430665,4,rainy,1,1,1
15066,14.976585371041331,4,rainy,1,1,1
15067,19.224276056159308,4,rainy,0,0,5
15068,35.57168119695367,4,rainy,1,2,4
15069,23.384284206417963,4,rainy,0,0,1
15070,26.97326005331848,4,rainy,1,2,5
15071,22.59623883664876,4,rainy,0,0,-1
15072,35.08533451349534,4,rainy,0,0,5
15073,20.021791969633966,4,rainy,1,1,-3
15074,23.025322999761226,4,rainy,0,0,5
15075,32.776826085169056,4,rainy,0,1,0
15076,38.22108476231554,4,rainy,1,2,3
15077,26.005823936405186,4,rainy,1,2,4
15078,25.000877268027107,4,rainy,1,1,-1
15079,28.141383195662147,4,rainy,0,1,-4
15080,16.629350891611267,4,rainy,0,0,4
15081,14.030374447496094,4,rainy,0,1,1
15082,24.876218497654335,4,rainy,1,2,4
15083,11.299025244746058,4,rainy,1,1,-2
15084,23.821760711855543,4,rainy,1,1,5
15085,18.397552799430457,4,rainy,0,0,0
15086,21.243688864173066,4,rainy,1,1,-1
15087,23.45687689982539,4,rainy,0,0,-5
15088,22.48174352491597,4,rainy,0,1,-5
15089,25.347187311113057,4,rainy,1,1,-5
15090,21.815077322221118,4,rainy,1,1,-1
15091,22.619430722742585,4,rainy,0,0,2
15092,28.483119494278466,4,rainy,1,2,-2
15093,19.234677980721706,4,rainy,1,1,-3
15094,19.51929653718755,4,rainy,0,0,-2
15095,42.041713965877,4,rainy,1,2,3
15096,23.862206867126716,4,rainy,0,1,2
15097,39.53868047859048,4,rainy,1,2,4
15098,22.922756647357716,4,rainy,0,1,2
15099,23.93112431410852,4,rainy,1,1,4
15100,25.07394258526353,4,rainy,0,0,-4
15101,22.074709924470792,4,rainy,0,1,3
15102,21.291536312984924,4,rainy,1,1,4
15103,42.59944061505582,4,rainy,0,0,0
15104,18.435996001647585,4,rainy,0,0,-5
15105,39.14730675152363,4,rainy,1,1,1
15106,22.624372159812268,4,rainy,1,2,1
15107,22.432923866120728,4,rainy,1,1,-5
15108,29.218268220558087,4,rainy,1,1,-5
15109,18.669865932260976,4,rainy,0,1,-2
15110,18.424709165348702,4,rainy,0,0,-4
15111,27.885277832094804,4,rainy,0,0,-1
15112,17.326287266869194,4,rainy,0,0,4
15113,20.341544481388137,4,rainy,0,0,1
15114,21.578898377877067,4,rainy,0,0,-2
15115,33.02043089069498,4,rainy,0,0,-2
15116,29.795187874004,4,rainy,0,0,1
15117,28.037622167332284,4,rainy,0,0,1
15118,34.20733957998757,4,rainy,0,0,-4
15119,32.71755684755243,4,rainy,1,1,4
15120,22.015965504661935,4,rainy,1,2,-5
15121,32.01976317377914,4,rainy,1,2,3
15122,20.1635199996372,4,rainy,1,2,3
15123,11.889378957266228,4,rainy,0,0,1
15124,28.1256279783546,4,rainy,1,1,-2
15125,29.070544098399186,4,rainy,1,2,3
15126,20.31221676107806,4,rainy,0,1,-4
15127,29.21167966193466,4,rainy,0,1,-1
15128,20.82761212635422,4,rainy,0,0,5
15129,32.87776973358272,4,rainy,1,2,2
15130,8.908894676836509,4,rainy,0,0,1
15131,23.412063337307522,4,rainy,1,2,-4
15132,28.469987763532078,4,rainy,0,1,1
15133,29.23777950107116,4,rainy,0,0,-1
15134,25.648681947344187,4,rainy,1,1,0
15135,23.716177738762134,4,rainy,0,0,4
15136,29.9408528394949,4,rainy,0,0,4
15137,24.947330829457925,4,rainy,1,2,0
15138,30.937475761644908,4,rainy,0,0,3
15139,31.15991065353378,4,rainy,1,2,4
15140,24.281533025527597,4,rainy,1,2,-5
15141,20.33937126012713,4,rainy,1,2,-3
15142,29.409429265053088,4,rainy,1,2,2
15143,35.24705684245759,4,rainy,0,1,-1
15144,22.280604913185407,4,rainy,1,1,-3
15145,10.549369377370061,4,rainy,0,0,-5
15146,24.175743099101485,4,rainy,0,0,-1
15147,18.201734100550485,4,rainy,1,2,-2
15148,24.938308386101955,4,rainy,0,0,-4
15149,28.911043483239364,4,rainy,0,0,4
15150,15.980158501734108,4,rainy,0,1,-2
15151,24.872598623260643,4,rainy,2,2,4
15152,24.024456501798035,4,rainy,1,1,-4
15153,32.310256261906396,4,rainy,0,0,1
15154,15.989991173096566,4,rainy,1,2,-5
15155,30.211521111817174,4,rainy,1,2,-4
15156,30.559097194796454,4,rainy,0,0,2
15157,16.732431786391125,4,rainy,0,0,-1
15158,26.17299211648991,4,rainy,0,0,-3
15159,23.744282691052966,4,rainy,1,1,0
15160,17.02995439456109,4,rainy,0,1,3
15161,29.094389712914285,4,rainy,0,0,-4
15162,14.51307907061684,4,rainy,0,0,-5
15163,33.03204960485851,4,rainy,1,1,4
15164,24.94941870824571,4,rainy,0,0,-5
15165,26.962729231136272,4,rainy,1,2,0
15166,28.00252804808127,4,rainy,0,0,4
15167,27.29412740038827,4,rainy,0,0,5
15168,41.61849059750386,4,rainy,1,2,5
15169,20.863300321797162,4,rainy,1,2,4
15170,26.96770975218389,4,rainy,0,1,-3
15171,29.80505188991684,4,rainy,1,2,5
15172,32.92704767047782,4,rainy,1,2,3
15173,24.232943889474154,4,rainy,1,1,-3
15174,33.81367976494469,4,rainy,1,2,-4
15175,24.93910745578985,4,rainy,1,1,0
15176,7.521330295075014,4,rainy,0,0,2
15177,30.384808127838614,4,rainy,0,0,-5
15178,18.106059067943967,4,rainy,0,0,-4
15179,30.019779748795578,4,rainy,1,1,0
15180,16.171537569053253,4,rainy,1,2,5
15181,25.057478418691556,4,rainy,1,1,-2
15182,24.601449971793073,4,rainy,0,0,-4
15183,23.820013686772107,4,rainy,0,0,-3
15184,30.342983114620427,4,rainy,1,2,5
15185,18.18633768393885,4,rainy,0,1,1
15186,23.744462406732055,4,rainy,1,2,4
15187,23.232121368294283,4,rainy,0,0,3
15188,19.479224323085113,4,rainy,0,0,-5
15189,11.065778196585756,4,rainy,0,1,5
15190,27.86241279149012,4,rainy,0,1,-4
15191,31.18481410632925,4,rainy,1,1,4
15192,36.81406082224802,4,rainy,1,2,5
15193,28.162948032131972,4,rainy,1,2,3
15194,30.510116438188913,4,rainy,1,2,-4
15195,30.13272393314429,4,rainy,1,2,0
15196,24.11271532710537,4,rainy,0,0,-2
15197,20.309409713520303,4,rainy,1,2,-2
15198,28.144826789935305,4,rainy,0,1,3
15199,30.093412758713885,4,rainy,1,2,3
15200,35.23558513348843,4,rainy,1,1,5
15201,19.563416657160552,4,rainy,0,0,1
15202,28.984755871488453,4,rainy,0,0,4
15203,21.18066189952926,4,rainy,1,1,1
15204,25.388794621391106,4,rainy,0,1,-2
15205,21.927810057688756,4,rainy,1,1,4
15206,39.09660107713975,4,rainy,1,2,0
15207,30.61601497148905,4,rainy,1,2,1
15208,36.00619913256159,4,rainy,0,0,-4
15209,20.726433464906883,4,rainy,0,1,1
15210,19.924055900715768,4,rainy,1,2,2
15211,21.060591970682474,4,rainy,1,1,-4
15212,21.77521674974826,4,rainy,0,1,3
15213,32.18537950066423,4,rainy,1,2,1
15214,18.71101071588016,4,rainy,1,1,0
15215,20.86616387357938,4,rainy,0,1,1
15216,20.30983710542207,4,rainy,0,0,2
15217,29.22625391251618,4,rainy,0,0,-1
15218,26.315177745444675,4,rainy,0,0,-2
15219,26.399826582274148,4,rainy,0,0,-2
15220,26.659772250610505,4,rainy,1,2,-4
15221,33.52831508146709,4,rainy,1,2,1
15222,17.44611486087168,4,rainy,0,1,5
15223,29.276794188623395,4,rainy,1,2,-1
15224,21.359475004527546,4,rainy,1,2,-3
15225,27.96735682337752,4,rainy,1,1,0
15226,20.82427007921727,4,rainy,1,2,-3
15227,29.449936583552635,4,rainy,0,0,3
15228,18.88657257383637,4,rainy,0,0,-1
15229,30.59856017426523,4,rainy,1,2,2
15230,21.2628602750919,4,rainy,0,0,-5
15231,27.234718597754405,4,rainy,1,2,1
15232,14.666791524857302,4,rainy,1,2,-1
15233,15.168940022725373,4,rainy,0,0,0
15234,25.813056022375335,4,rainy,0,1,0
15235,25.65014167162418,4,rainy,2,2,1
15236,16.49686064040919,4,rainy,0,1,-1
15237,10.915387523704478,4,rainy,0,1,-2
15238,27.502351229515856,4,rainy,0,0,1
15239,32.88831934112523,4,rainy,0,1,1
15240,24.17032657887576,4,rainy,0,0,-5
15241,21.6659411240216,4,rainy,0,1,-1
15242,16.91824055426408,4,rainy,0,0,-2
15243,24.765830337461384,4,rainy,0,0,2
15244,21.75479034140308,4,rainy,1,2,0
15245,15.544276061716985,4,rainy,0,1,-3
15246,29.361011604336486,4,rainy,2,2,1
15247,23.141165234687755,4,rainy,0,0,3
15248,27.437738925847427,4,rainy,0,0,4
15249,27.509489814767896,4,rainy,0,1,-1
15250,26.26764281136666,4,rainy,1,2,3
15251,39.5735986672578,4,rainy,1,2,1
15252,22.684503606529322,4,rainy,0,1,5
15253,33.7446743000617,4,rainy,1,2,4
15254,13.600351536169812,4,rainy,0,0,-5
15255,24.603082041782127,4,rainy,0,0,-2
15256,24.87862993608328,4,rainy,0,0,1
15257,34.748060356431175,4,rainy,1,2,3
15258,19.669914774046507,4,rainy,1,1,4
15259,24.371051313721775,4,rainy,0,1,3
15260,24.03470306641826,4,rainy,0,0,-2
15261,25.057198372573833,4,rainy,0,1,4
15262,21.12187162017561,4,rainy,0,1,2
15263,28.31013928110705,4,rainy,1,2,-3
15264,15.815676771391738,4,rainy,0,1,-3
15265,38.13512685884849,4,rainy,1,1,3
15266,32.72874309196751,4,rainy,0,0,3
15267,24.75343217346689,4,rainy,0,1,-3
15268,18.504213166953306,4,rainy,1,2,4
15269,39.23301965651715,4,rainy,1,2,5
15270,33.426433388186524,4,rainy,1,2,0
15271,20.735422016654375,4,rainy,1,2,2
15272,34.540718958783366,4,rainy,1,1,5
15273,23.679182837386936,4,rainy,1,2,2
15274,23.626522910366234,4,rainy,0,1,4
15275,20.946561524430635,4,rainy,1,2,4
15276,28.74928139874855,4,rainy,0,0,2
15277,23.958633315945157,4,rainy,0,0,2
15278,31.12331152884296,4,rainy,0,0,0
15279,24.931275590596726,4,rainy,1,2,0
15280,20.176850230966647,4,rainy,0,0,0
15281,23.407694911679865,4,rainy,0,0,0
15282,17.476402900136183,4,rainy,1,2,-4
15283,20.32826573385741,4,rainy,0,1,-2
15284,26.55184410268288,4,rainy,0,0,4
15285,36.93132130062129,4,rainy,1,1,3
15286,17.247844352987634,4,rainy,1,2,-5
15287,26.73267907134958,4,rainy,0,1,-4
15288,35.310469061255816,4,rainy,0,0,5
15289,32.29522808558195,4,rainy,1,1,-1
15290,36.23572561843722,4,rainy,1,2,5
15291,29.043176639715462,4,rainy,1,2,1
15292,16.361063496832355,4,rainy,0,0,1
15293,36.81127258049106,4,rainy,1,2,2
15294,25.12634163969902,4,rainy,0,0,0
15295,29.295024290375554,4,rainy,0,1,2
15296,17.55389895958142,4,rainy,0,1,-4
15297,23.169832757167345,4,rainy,1,2,1
15298,17.06358211427564,4,rainy,1,2,-3
15299,19.53232873745984,4,rainy,1,2,2
15300,25.73858898137189,4,rainy,1,2,1
15301,27.75310175106498,4,rainy,0,0,5
15302,30.052415279320673,4,rainy,1,2,0
15303,27.51792099431954,4,rainy,1,2,1
15304,38.100170941400116,4,rainy,0,0,5
15305,28.36630894588008,4,rainy,0,0,1
15306,27.10179201445481,4,rainy,0,1,3
15307,30.12570801095677,4,rainy,0,0,2
15308,35.52103313619981,4,rainy,1,2,3
15309,27.98192057822361,4,rainy,0,0,2
15310,32.85418246146494,4,rainy,1,2,3
15311,22.84234151216513,4,rainy,1,2,3
15312,33.20602414192952,4,rainy,1,2,5
15313,38.55766006401572,4,rainy,1,1,2
15314,26.158686075630637,4,rainy,1,1,4
15315,13.954648044168033,4,rainy,1,2,-3
15316,33.37988640049968,4,rainy,1,2,5
15317,25.45151715284247,4,rainy,2,2,-1
15318,21.97003816950457,4,rainy,0,1,0
15319,14.008291465594574,4,rainy,1,1,4
15320,15.49628062131248,4,rainy,1,1,-3
15321,30.881742710905176,4,rainy,0,0,5
15322,20.654694221431473,4,rainy,1,2,2
15323,28.504499438490615,4,rainy,0,0,5
15324,15.428874212973726,4,rainy,1,2,4
15325,29.485922360522352,4,rainy,0,0,-3
15326,12.79685374012536,4,rainy,1,2,2
15327,11.271631028309137,4,rainy,1,1,2
15328,28.662666976034416,4,rainy,2,2,-3
15329,32.02764906290713,4,rainy,1,1,-2
15330,21.863333611033234,4,rainy,1,2,0
15331,20.012650481248766,4,rainy,0,0,0
15332,15.840147295561714,4,rainy,0,1,2
15333,14.032555353045053,4,rainy,0,0,-2
15334,23.114762789262425,4,rainy,0,0,3
15335,10.105290927352542,4,rainy,0,0,2
15336,17.91662214152767,4,rainy,1,2,-1
15337,22.19051931444326,4,rainy,0,0,1
15338,17.610687147240068,4,rainy,1,2,2
15339,32.103563521096014,4,rainy,0,0,5
15340,11.898358730294259,4,rainy,1,1,2
15341,18.784901695885345,4,rainy,0,1,4
15342,31.50400227508351,4,rainy,0,0,5
15343,31.243235260787916,4,rainy,0,1,2
15344,22.319509456064914,4,rainy,1,2,1
15345,25.450615130271718,4,rainy,1,2,-3
15346,21.26084172122648,4,rainy,1,2,4
15347,32.207376147168176,4,rainy,1,2,-2
15348,27.910081684571658,4,rainy,2,2,-1
15349,26.24149859040477,4,rainy,1,1,4
15350,37.37421916060522,4,rainy,0,0,4
15351,36.01906952690622,4,rainy,2,2,-2
15352,21.42116257721256,4,rainy,0,0,-3
15353,30.005534436172297,4,rainy,0,0,4
15354,26.998703406869573,4,rainy,0,0,0
15355,27.109270738992556,4,rainy,0,0,0
15356,15.556830953592407,4,rainy,1,1,-2
15357,26.36878761388039,4,rainy,1,2,-5
15358,26.534283069667133,4,rainy,0,0,-2
15359,33.460898525522495,4,rainy,0,1,4
15360,28.551587448191814,4,rainy,0,1,-1
15361,16.881953443669527,4,rainy,1,1,-1
15362,28.501945310868788,4,rainy,1,1,3
15363,36.63538004727142,4,rainy,0,0,1
15364,21.97599566071778,4,rainy,0,0,0
15365,28.479194456975115,4,rainy,1,2,-4
15366,29.925834702923613,4,rainy,0,0,-1
15367,32.49194895465406,4,rainy,0,0,1
15368,27.32846450009805,4,rainy,1,2,2
15369,23.41384039338557,4,rainy,0,0,1
15370,26.540200952166238,4,rainy,1,2,-2
15371,10.094233317902592,4,rainy,0,0,-1
15372,30.87102499209866,4,rainy,2,2,3
15373,30.887132491194595,4,rainy,0,0,1
15374,18.618714846687777,4,rainy,0,0,-2
15375,28.48615958033917,4,rainy,1,2,0
15376,28.55907822070652,4,rainy,1,2,0
15377,-2.4003993989325223,4,rainy,1,1,-5
15378,29.201134182531234,4,rainy,0,0,1
15379,33.09411382257319,4,rainy,1,2,5
15380,19.972317557937853,4,rainy,0,0,-4
15381,14.445993827747143,4,rainy,2,2,3
15382,22.80425976601627,4,rainy,0,0,-1
15383,17.18871151779357,4,rainy,0,1,-1
15384,16.90292725018828,4,rainy,0,0,1
15385,25.17627430406019,4,rainy,1,2,-2
15386,24.43917886534696,4,rainy,0,0,3
15387,29.624050351366392,4,rainy,0,1,1
15388,37.1937924788855,4,rainy,1,2,-2
15389,25.969305140126224,4,rainy,0,0,4
15390,26.12742168488773,4,rainy,1,2,-4
15391,30.045503170497266,4,rainy,1,2,-3
15392,32.602655504817626,4,rainy,1,1,1
15393,26.052154591062997,4,rainy,1,1,0
15394,38.80664016838757,4,rainy,1,2,1
15395,23.995312782904737,4,rainy,1,2,-1
15396,22.10182856216312,4,rainy,1,1,-4
15397,23.15175400855328,4,rainy,0,0,-3
15398,12.782890429267873,4,rainy,0,1,-4
15399,27.86619214478334,4,rainy,0,0,-1
15400,26.897750292465407,4,rainy,0,1,5
15401,21.243583911525835,4,rainy,1,2,3
15402,23.61056007489731,4,rainy,1,2,3
15403,26.81321408681814,4,rainy,0,0,4
15404,32.56285560311676,4,rainy,0,0,2
15405,32.705067347796465,4,rainy,1,1,1
15406,22.86962127288651,4,rainy,0,0,4
15407,31.12342761739897,4,rainy,0,1,-4
15408,20.526877691398607,4,rainy,1,1,0
15409,25.61629673242561,4,rainy,1,1,3
15410,14.96676321520995,4,rainy,0,0,3
15411,35.07207196213936,4,rainy,0,0,-2
15412,22.118134245424724,4,rainy,0,0,-5
15413,17.38978193779776,4,rainy,0,0,1
15414,14.059618770426344,4,rainy,0,0,-1
15415,21.260380437787312,4,rainy,1,1,0
15416,24.4953354518104,4,rainy,1,2,3
15417,35.60729808857571,4,rainy,1,2,-4
15418,32.33870955518337,4,rainy,1,1,-1
15419,28.404866914999655,4,rainy,0,0,5
15420,28.089433996880114,4,rainy,1,1,3
15421,19.991953901211765,4,rainy,0,0,-2
15422,26.48711988970906,4,rainy,0,0,-4
15423,12.610512078497932,4,rainy,0,0,-1
15424,28.949634654585587,4,rainy,0,0,-4
15425,27.71032255754137,4,rainy,1,1,4
15426,36.10734047223894,4,rainy,1,2,2
15427,30.543754783734876,4,rainy,0,0,-1
15428,37.19945514442465,4,rainy,1,2,5
15429,31.399353281090278,4,rainy,1,2,3
15430,18.79563844377279,4,rainy,1,2,-4
15431,21.604680900018888,4,rainy,1,2,4
15432,16.320350286179213,4,rainy,1,1,0
15433,27.682468592644202,4,rainy,1,2,3
15434,24.58923811246218,4,rainy,1,2,0
15435,22.427831677144553,4,rainy,0,0,1
15436,28.132533298729015,4,rainy,1,2,-1
15437,21.102262346042025,4,rainy,1,1,5
15438,26.31921940466247,4,rainy,0,1,-1
15439,20.494156569693807,4,rainy,0,0,-1
15440,25.34076297699116,4,rainy,1,1,5
15441,37.25851128510297,4,rainy,0,0,2
15442,20.950905904097457,4,rainy,0,0,3
15443,29.766572388448424,4,rainy,1,2,-2
15444,26.162601521870393,4,rainy,0,1,5
15445,12.403917850749453,4,rainy,0,0,-2
15446,27.293098421509328,4,rainy,0,0,3
15447,22.273388000405998,4,rainy,1,2,-4
15448,13.429153395952726,4,rainy,0,1,5
15449,45.03898699508892,4,rainy,0,0,2
15450,19.792717432199705,4,rainy,0,0,-2
15451,25.984228032557073,4,rainy,1,2,1
15452,35.332125387650116,4,rainy,0,0,5
15453,24.618724517669733,4,rainy,0,0,-1
15454,29.427070395494294,4,rainy,1,2,-4
15455,19.944467979247666,4,rainy,0,0,5
15456,18.042553864955373,4,rainy,1,2,4
15457,16.241643870469773,4,rainy,1,1,-4
15458,28.890788596645116,4,rainy,1,2,5
15459,32.66166509996461,4,rainy,1,2,3
15460,23.19389664177401,4,rainy,1,1,-4
15461,18.830162599805792,4,rainy,0,0,5
15462,31.910450256783026,4,rainy,0,0,1
15463,19.472161889831288,4,rainy,1,1,-5
15464,23.249860215691566,4,rainy,0,0,-4
15465,37.985976185200464,4,rainy,1,1,4
15466,25.55429017422544,4,rainy,1,1,3
15467,35.944559010644454,4,rainy,0,0,1
15468,33.825420031492044,4,rainy,1,1,3
15469,22.24937814571844,4,rainy,1,2,-2
15470,21.981491887311673,4,rainy,0,1,2
15471,13.678766894911565,4,rainy,0,0,-4
15472,20.528487743637385,4,rainy,1,2,-4
15473,20.77628715701482,4,rainy,0,0,-5
15474,36.77230702425842,4,rainy,0,0,-3
15475,33.94086618858788,4,rainy,1,1,1
15476,13.412950345216466,4,rainy,0,1,4
15477,33.272639134637394,4,rainy,0,1,2
15478,29.908991146800396,4,rainy,0,1,4
15479,35.45785278074771,4,rainy,0,0,0
15480,26.587052357773622,4,rainy,0,1,5
15481,29.49638161085378,4,rainy,0,0,-4
15482,37.93656587111748,4,rainy,0,0,-3
15483,33.81203364109638,4,rainy,1,1,4
15484,26.032350576003743,4,rainy,1,1,5
15485,18.95678599768749,4,rainy,0,0,-2
15486,26.68285991687655,4,rainy,2,2,-3
15487,18.290566984439803,4,rainy,1,2,1
15488,22.073395277319726,4,rainy,0,0,-4
15489,37.652176347534045,4,rainy,1,2,-2
15490,18.606519760081,4,rainy,0,0,-2
15491,27.96733185016124,4,rainy,1,2,4
15492,26.12739541614308,4,rainy,0,0,1
15493,20.51557326555271,4,rainy,1,2,2
15494,30.702793999935547,4,rainy,0,0,3
15495,31.82485980959034,4,rainy,0,1,2
15496,29.112301365899487,4,rainy,0,0,1
15497,29.02150934034822,4,rainy,0,0,3
15498,12.993424437625848,4,rainy,0,0,-4
15499,28.497366393108727,4,rainy,0,0,-2
15500,16.49212631921671,4,rainy,0,1,-5
15501,18.795536124671244,4,rainy,1,1,0
15502,23.187538485650272,4,rainy,0,0,-5
15503,27.683620944908157,4,rainy,1,2,1
15504,29.012734668359577,4,rainy,0,0,-5
15505,26.796672366185398,4,rainy,1,2,3
15506,34.39374185688164,4,rainy,0,0,-2
15507,12.94892816130026,4,rainy,2,2,-5
15508,28.78153992491297,4,rainy,0,0,5
15509,23.26909739256141,4,rainy,0,0,-4
15510,29.6706283658519,4,rainy,1,2,-4
15511,33.5691369417242,4,rainy,0,0,-5
15512,28.442986615176274,4,rainy,0,1,4
15513,20.172590746738706,4,rainy,0,1,-5
15514,27.533590412972657,4,rainy,1,1,-5
15515,21.57340955346354,4,rainy,0,1,-5
15516,29.239035009960954,4,rainy,1,1,-3
15517,37.710051531341804,4,rainy,1,2,2
15518,20.809526414589495,4,rainy,0,0,-5
15519,26.250631260088355,4,rainy,0,0,0
15520,20.762496079020867,4,rainy,0,1,4
15521,31.40265338564051,4,rainy,1,2,3
15522,18.52749268403121,4,rainy,0,0,-3
15523,14.996833193026344,4,rainy,0,0,5
15524,22.53759943593639,4,rainy,0,0,4
15525,32.14081298308334,4,rainy,1,2,5
15526,34.892693258559056,4,rainy,1,2,5
15527,19.710700566801172,4,rainy,1,1,-3
15528,23.642422722147735,4,rainy,0,0,0
15529,23.556791566100788,4,rainy,1,2,-4
15530,32.11742480668547,4,rainy,0,1,3
15531,31.905889965151253,4,rainy,1,2,-2
15532,9.720993381974615,4,rainy,1,2,-3
15533,29.231776870304802,4,rainy,1,2,1
15534,22.502503183816053,4,rainy,0,0,0
15535,22.655756720157495,4,rainy,0,0,0
15536,22.91408090597433,4,rainy,1,1,2
15537,15.611642942196902,4,rainy,1,1,-4
15538,27.847226445487834,4,rainy,0,1,-3
15539,27.429725226640134,4,rainy,1,1,-5
15540,26.487513918474093,4,rainy,1,2,-5
15541,34.0646768065885,4,rainy,0,0,0
15542,26.939376337005328,4,rainy,0,1,3
15543,29.13361314054663,4,rainy,1,2,-5
